text,intent,labels,ner
add the item to a list,lists_createoradd,54,[]
have i received any emails since noon,email_query,25,"[('noon', 'TIME')]"
lower volume to half,audio_volume_down,6,"[('half', 'CARDINAL')]"
please add list of friends to invite for the party,lists_createoradd,54,[]
vacuum the living room in ten minutes,iot_cleaning,44,"[('ten minutes', 'TIME')]"
calendar event send invite bill malinda,calendar_set,11,"[('bill malinda', 'PERSON')]"
it's really loud can you please turn the music down,audio_volume_down,6,[]
when was justin bieber born,qa_factoid,76,"[('justin bieber', 'PERSON')]"
i can't hear you,audio_volume_up,8,[]
save the last radio stations of the last month,music_likeness,57,"[('the last month', 'DATE')]"
i want to hear what i've just said again.,general_repeat,37,[]
change background,iot_hue_lightchange,46,[]
exchange rates of inr and u. s. d.,qa_currency,74,[]
what is six hundred euros in u. s. d.,qa_currency,74,"[('six hundred euros', 'MONEY')]"
it's coffee time,iot_coffee,45,[]
turn up the brightness of the lights,iot_hue_lightup,50,[]
tell me about president,tell_me_about,93,[]
ten past seven,datetime_query,22,"[('ten', 'CARDINAL'), ('seven', 'CARDINAL')]"
please turn off the light in the upstairs bedroom,iot_hue_lightoff,48,[]
find me the perfect girlfriend,qa_factoid,76,[]
tell me about the alarm timings,alarm_query,0,[]
hey olly on the twentieth clear my calendar,calendar_remove,10,"[('the twentieth', 'DATE')]"
open radio,play_radio,71,[]
what train companies are near me,recommendation_locations,81,[]
"s2, can not get this.",general_explain,32,[]
which was that coldplay song i listened to yesterday evening can you play it again,music_query,58,"[('coldplay', 'ORG'), ('yesterday', 'DATE'), ('evening', 'TIME')]"
tell me about current status of sunderland vs liverpool match,news_query,61,"[('sunderland', 'GPE'), ('liverpool', 'GPE')]"
show the playlist,music_query,58,[]
can you brighten up the lights please,iot_hue_lightup,50,[]
how old is tom hanks,qa_factoid,76,"[('tom hanks', 'PERSON')]"
let me know the recipe for preparing pasta,cooking_recipe,15,[]
please brighten the room,iot_hue_lightup,50,[]
what alarms are set for this week,alarm_query,0,"[('this week', 'DATE')]"
play games with me,play_games,67,[]
open calendar schedule event meeting,calendar_set,11,[]
What are the closest places to me?,places_near_me,64,[]
please delete all calendar events,calendar_remove,10,[]
hey turn on your reminders for tomorrow's meeting at ten am,calendar_set,11,"[('tomorrow', 'DATE'), ('ten am', 'TIME')]"
display exchange rate of euro to indian rupee,qa_currency,74,[]
any traffic issues today,transport_traffic,101,"[('today', 'DATE')]"
book a train ticket on the five hundred and two in fifteen minutes,transport_ticket,100,"[('the five hundred and two', 'PRODUCT'), ('fifteen minutes', 'TIME')]"
check and confirm my last command please.,general_confirm,30,[]
please go to amtrak dot com to purchase tickets,transport_ticket,100,"[('amtrak', 'ORG')]"
can you please turn off the wemo plug socket,iot_wemo_off,51,"[('wemo', 'PRODUCT')]"
show me how to cook a recipe,cooking_recipe,15,[]
let's play a game of truth or dare,play_game,66,[]
i need to edit marie jones email address to read,email_sendemail,27,"[('marie jones', 'PERSON')]"
raise the volume of the current music,audio_volume_up,8,[]
how many species of bees are there in the united states,qa_factoid,76,"[('the united states', 'GPE')]"
latest news,news_query,61,[]
does pizza hut have delivery,takeaway_query,92,[]
who is the contact that last called me,email_querycontact,26,[]
plants,general_quirky,36,[]
mary's contact number,email_querycontact,26,"[('mary', 'PERSON')]"
please write up a compliant,social_post,87,[]
please create a new list for me,lists_createoradd,54,[]
i want to know the best super market in this local area,recommendation_locations,81,[]
you had me incorrectly.,general_negate,34,[]
What is your real name?,realnamequery,79,[]
veganism,general_quirky,36,[]
please confirm my last question.,general_confirm,30,[]
what is there to do in new york city,recommendation_events,80,"[('new york city', 'GPE')]"
please show me the exchange rate between the dollar and the yen,qa_currency,74,[]
what day of the week is the twenty second march,datetime_query,22,"[('the twenty second march', 'EVENT')]"
where should i avoid this morning,transport_traffic,101,"[('this morning', 'TIME')]"
the song in background is cool,music_likeness,57,[]
how much is twelve divided by four,qa_maths,77,"[('twelve', 'CARDINAL'), ('four', 'CARDINAL')]"
please set an alarm for tomorrows meeting at seven am,alarm_set,2,"[('tomorrows', 'DATE'), ('seven am', 'TIME')]"
would you stop.,general_commandstop,29,[]
yeap you've gotten that correcly.,general_affirm,28,[]
Do you know the time?,timequery,97,[]
delete butterfly clips from my wish list,lists_remove,56,[]
what else is on the list,calendar_query,9,[]
erase my grocery list,lists_remove,56,[]
is alex saved in my contacts list,email_querycontact,26,"[('alex', 'PERSON')]"
please can you check and confirm what just said.,general_confirm,30,[]
yo order take out from jason's deli on sixth ave,takeaway_order,91,"[(""jason's deli"", 'FAC'), ('sixth ave', 'FAC')]"
today some things happened,general_quirky,36,"[('today', 'DATE')]"
what is the lowest microsoft stock price today,qa_stock,78,"[('microsoft', 'ORG'), ('today', 'DATE')]"
tweet a complaint to kohl's customer service,social_post,87,"[(""kohl's"", 'ORG')]"
open calendar and erase all events for all months,calendar_remove,10,"[('all months', 'DATE')]"
remember this music,music_likeness,57,[]
replay please.,general_repeat,37,[]
how long i can go to dundee,transport_query,98,"[('dundee', 'GPE')]"
clear this list,lists_remove,56,[]
raise lights to full power,iot_hue_lightup,50,[]
how long do i roast chicken breasts,cooking_recipe,15,[]
"well done,.",general_praise,35,[]
can you add cups to my grocery list,lists_createoradd,54,[]
please play some jazz music,play_music,68,[]
silent,audio_volume_mute,7,[]
send email to dipesh,send_email,84,"[('dipesh', 'PERSON')]"
would you check and confirm the details please.,general_confirm,30,[]
refer the stock price of hdfc,qa_stock,78,"[('hdfc', 'ORG')]"
i want the time for another city outside us,datetime_query,22,[]
tell me fun joke,tell_me_joke,94,[]
how much later is new york than la,datetime_convert,21,"[('new york', 'GPE')]"
please record what i have said about this song,music_likeness,57,[]
list all the events in my march calendar,calendar_query,9,"[('march', 'DATE')]"
set the settings to mute,audio_volume_mute,7,[]
show stock value of goog,qa_stock,78,"[('goog', 'ORG')]"
turn living room lights red,iot_hue_lightchange,46,[]
resume play of american gods,play_audiobook,65,"[('american', 'NORP')]"
what year did this song come out,music_query,58,[]
tell me about donald trump,qa_factoid,76,"[('donald trump', 'PERSON')]"
what should i wear is it cold outside,weather_query,104,[]
are there any takeaways around here,takeaway_query,92,[]
show contact of john,email_querycontact,26,"[('john', 'PERSON')]"
book me a train ticket to atlanta please,transport_ticket,100,"[('atlanta', 'GPE')]"
reduce the lights,iot_hue_lightdim,47,[]
hey olly chance the current light settings,iot_hue_lightchange,46,"[('olly chance', 'PERSON')]"
what does snafu mean,qa_definition,75,[]
bed room two darken,iot_hue_lightdim,47,"[('two', 'CARDINAL')]"
tell comcast their customer service is slow,social_post,87,"[('comcast', 'ORG')]"
show shops around second street,recommendation_locations,81,"[('second street', 'LOC')]"
define loquaciousness,qa_definition,75,[]
start the vacuum at nine am,iot_cleaning,44,"[('nine am', 'TIME')]"
reply to john's email today saying i will be late,email_sendemail,27,"[('john', 'PERSON'), ('today', 'DATE')]"
how big is the tower of london,qa_factoid,76,"[('the tower of london', 'FAC')]"
how are my stocks doing today,qa_stock,78,"[('today', 'DATE')]"
what alarms i have set,alarm_query,0,[]
explain how to set my coffee machine,iot_coffee,45,[]
"you are so helpful, thank you so much, olly.",general_praise,35,"[('olly', 'PERSON')]"
tell me the top stories in the news,news_query,61,[]
when does my alarm go off,alarm_query,0,[]
give me all ice cream shops within two miles,recommendation_locations,81,"[('two miles', 'QUANTITY')]"
train schedule,transport_query,98,[]
what am i up to this weekend,calendar_query,9,"[('this weekend', 'DATE')]"
can you turn the lights up,iot_hue_lightup,50,[]
hail taxi,transport_taxi,99,[]
add apahelp@yahoo dot com to my contacts,email_addcontact,24,[]
Do you understand me,understandquery,102,[]
let's play a game together,play_game,66,[]
what's one plus one,qa_maths,77,"[('one', 'CARDINAL'), ('one', 'CARDINAL')]"
please adjust the colors in my lights,iot_hue_lightchange,46,[]
please increase the volume,audio_volume_up,8,[]
lower lights down,iot_hue_lightdim,47,[]
i've got a meeting by tonight seven pm please mute the music for an hour,audio_volume_mute,7,"[('tonight', 'TIME'), ('seven pm', 'TIME'), ('an hour', 'TIME')]"
yes answer was confirmed.,general_affirm,28,[]
will you please check and confirm detail.,general_confirm,30,[]
clear off the vet appointment tomorrow,calendar_remove,10,"[('tomorrow', 'DATE')]"
i do not catch up with you.,general_explain,32,[]
what does joke mean,qa_definition,75,[]
turn up volume of music,audio_volume_up,8,[]
which is the next event coming up,calendar_query,9,[]
beep when i get an email from john,email_query,25,"[('john', 'PERSON')]"
turn all the lights off,iot_hue_lightoff,48,[]
"it was nice job, thank you so much.",general_praise,35,[]
i want to change the color of the lights,iot_hue_lightchange,46,[]
your understanding is confirmed.,general_affirm,28,[]
how many pesos to an american dollar,qa_currency,74,"[('american', 'NORP')]"
show latest news about migration,news_query,61,[]
lights on,iot_hue_lighton,49,[]
how many bots are in a dollar,qa_currency,74,"[('dollar', 'MONEY')]"
add new item,lists_createoradd,54,[]
i want to cook pasta in american style show me how,cooking_recipe,15,"[('american', 'NORP')]"
raise the volume of the speakers to fifty five percent,audio_volume_up,8,"[('fifty five percent', 'PERCENT')]"
explain object,qa_definition,75,[]
check how many likes did i got on my most recent post,social_query,88,[]
put out the lights,iot_hue_lightoff,48,[]
play kishore kumar on youtube,play_on_youtube,69,"[('kishore kumar', 'PERSON')]"
please do not speak,audio_volume_mute,7,[]
yeap it's confirmed.,general_affirm,28,[]
please arrange to wake me up at three am alarm,alarm_set,2,"[('three am', 'TIME')]"
i need to play sims,play_game,66,[]
best bar in local area,recommendation_locations,81,[]
does the restaurant have carryout,takeaway_query,92,"[('carryout', 'ORG')]"
remove john's birthday from the calendar,calendar_remove,10,"[('john', 'PERSON')]"
change to blue,iot_hue_lightchange,46,[]
how do i steam rice,cooking_recipe,15,[]
please we're the following alarm,alarm_set,2,[]
what is a stock price of tata,qa_stock,78,"[('tata', 'ORG')]"
would you please check instruction.,general_confirm,30,[]
please turn on my smart plug socket,iot_wemo_on,52,[]
i need directions to lowes in mount h nj,transport_query,98,"[('lowes', 'LOC'), ('mount h nj', 'GPE')]"
healthy foods,cooking_recipe,15,[]
what is the total number of oceans in the world,qa_factoid,76,[]
do they have takeout,takeaway_query,92,[]
show me the exchange rate between czk and dollar,qa_currency,74,[]
please add new item to list,lists_createoradd,54,[]
please search for dining tables,qa_definition,75,[]
please check my playlists for jazz music,music_settings,59,[]
did i receive any new email,email_query,25,[]
what is the exchange rate between us and canada,qa_currency,74,"[('canada', 'GPE')]"
start the robot vacuum cleaner at one pm today,iot_cleaning,44,"[('one pm', 'TIME'), ('today', 'DATE')]"
delete my calendar,calendar_remove,10,[]
what is that on the list,lists_query,55,[]
what song is on the radio,music_query,58,[]
do we have thirty first day on this month,datetime_query,22,"[('thirty first day', 'DATE'), ('this month', 'DATE')]"
you have got my instructions right.,general_affirm,28,[]
confirm a railway reservation ticket to california,transport_ticket,100,"[('california', 'GPE')]"
turn light off,iot_hue_lightoff,48,[]
will traffic be good when i leave in five minutes,transport_traffic,101,"[('five minutes', 'TIME')]"
send an email to george brown,email_sendemail,27,"[('george brown', 'PERSON')]"
let's play space invaders,play_game,66,[]
pull up the complaint website for starbucks,social_post,87,"[('starbucks', 'ORG')]"
can you set a reminder for wednesday at one pm for my meeting,calendar_set,11,"[('wednesday', 'DATE'), ('one pm', 'TIME')]"
order me a large ham and olive pizza from dominos,takeaway_order,91,"[('dominos', 'ORG')]"
my all time favorite song is something like this from chainsmokers,music_likeness,57,"[('chainsmokers', 'WORK_OF_ART')]"
is my reminder alarm set for dance class,alarm_query,0,[]
convert twenty one thirty from gtm four to g. m. t. four thirty,datetime_convert,21,"[('twenty one thirty', 'DATE')]"
play the last next episode,play_podcasts,70,[]
OK thanks,thanks,96,[]
thanks but i think you have gotten me not correct.,general_negate,34,[]
i want to hear what you have said again.,general_repeat,37,[]
please inform me of any new status updates,social_query,88,[]
remember to remind me about client meet at four pm,calendar_set,11,"[('four pm', 'TIME')]"
what's two plus two,qa_maths,77,"[('two', 'CARDINAL'), ('two', 'CARDINAL')]"
i am need my hat today,weather_query,104,"[('today', 'DATE')]"
is the road in some particular area wide or narrow,transport_traffic,101,[]
i finished my to do list,lists_query,55,[]
go to social media and post the following status,social_post,87,[]
vacuum the dining room,iot_cleaning,44,[]
what's jesse's number,email_querycontact,26,"[('jesse', 'PERSON')]"
what movies are playing at carmike cinemas,recommendation_movies,82,"[('carmike', 'GPE')]"
"you have done it correctly musch appreciated, olly.",general_praise,35,"[('musch', 'PERSON'), ('olly', 'PERSON')]"
could you tell me funny things,general_joke,33,[]
record the opinion of each individual about this song,music_likeness,57,[]
i need to turn the lights down,iot_hue_lightdim,47,[]
can you lower the lights,iot_hue_lightdim,47,[]
how soon is my anniversary,calendar_query,9,[]
start cappuccino for me now,iot_coffee,45,[]
just cancel.,general_commandstop,29,[]
list all the shops that are located in milan,recommendation_locations,81,"[('milan', 'GPE')]"
what is the current traffic situation,transport_traffic,101,[]
turn bedroom lights off,iot_hue_lightoff,48,[]
please let's do it again.,general_repeat,37,[]
where can i find a good taco truck in los angles,recommendation_locations,81,"[('los angles', 'GPE')]"
get today's weather report,weather_query,104,"[('today', 'DATE')]"
speak quieter,audio_volume_down,6,[]
put dark colours instead of light ones in the house,iot_hue_lightchange,46,[]
need information about events before shift ends,calendar_query,9,[]
tell contact mobile number,email_querycontact,26,[]
can the latest news be pulled up on the latest weather forecast for the week,news_query,61,"[('the week', 'DATE')]"
i don't quite catch that.,general_explain,32,[]
can you send an email for me to a new email address,email_sendemail,27,[]
play me a game of tic tac toe,play_game,66,[]
what is the sum of fifteen ninety nine dollars and six sixty five dollars,qa_maths,77,"[('fifteen ninety nine dollars', 'MONEY'), ('six sixty five dollars', 'MONEY')]"
tell me which mutual funds have maximum yearly returns,qa_stock,78,"[('yearly', 'DATE')]"
"s2, i could not catch up with you.",general_explain,32,"[('s2', 'PERSON')]"
please book the five pm train to rockville,transport_ticket,100,"[('five pm', 'TIME'), ('rockville', 'GPE')]"
what is the latest on donald trump,news_query,61,"[('donald trump', 'PERSON')]"
please tell me the latest news about politics,news_query,61,[]
which song is currently playing,music_query,58,[]
how many hours difference is there between london and new york,datetime_convert,21,"[('london', 'GPE'), ('new york', 'GPE')]"
will you speak it once again.,general_repeat,37,[]
i really enjoy rock and roll,music_likeness,57,[]
convert eight thirty from gtm four to g. m. t. five thirty,datetime_convert,21,"[('eight thirty', 'TIME'), ('five thirty', 'TIME')]"
i like this song that is playing,music_likeness,57,[]
delete list blank,lists_remove,56,[]
recommend a movie playing in me area,recommendation_movies,82,[]
two thumbs down @companyname,social_post,87,"[('two', 'CARDINAL')]"
answer email,email_sendemail,27,[]
what is the weather,asking_weather,5,[]
shut off my living room plug socket,iot_wemo_off,51,[]
show me a list of places where my relatives have been based on their photos,social_query,88,[]
tell me the current dollar ratio for the us and canada,qa_currency,74,"[('us', 'GPE'), ('canada', 'GPE')]"
search for a good nerd joke,general_joke,33,[]
can you give me the newest phone number for bobby mcgee,email_querycontact,26,"[('bobby mcgee', 'PERSON')]"
is it going to be cloudy or sunny today in bangalore,weather_query,104,"[('today', 'DATE'), ('bangalore', 'GPE')]"
who is the music director of this song,music_query,58,[]
switch off the light on the left,iot_hue_lightoff,48,[]
i'd like to listen to ninety nine point five,play_radio,71,"[('ninety nine point five', 'CARDINAL')]"
what music do i prefer,music_query,58,[]
check all cab companies and get a time booked for three pm,transport_taxi,99,"[('three pm', 'TIME')]"
i have a meeting tomorrow morning at ten please remind me,calendar_set,11,"[('tomorrow', 'DATE'), ('morning', 'TIME'), ('ten', 'TIME')]"
lights brighter,iot_hue_lightup,50,[]
could you please recommend a mexican restaurant for take out,takeaway_query,92,"[('mexican', 'NORP')]"
will it be nice at the beach on friday,weather_query,104,"[('friday', 'DATE')]"
check my facebook notification,social_query,88,[]
please check if paradise does takeaway,takeaway_query,92,"[('paradise', 'FAC')]"
spread some lights,iot_hue_lightup,50,[]
can you play rfi,play_music,68,[]
i need a recipe that is from ingredients on my shopping list,cooking_recipe,15,[]
What do your friends call you?,namequery,60,[]
how heavy is the traffic on the i fifteen in las vegas this hour,transport_traffic,101,"[('the i fifteen', 'FAC'), ('las vegas', 'GPE'), ('this hour', 'TIME')]"
create a new list please,lists_createoradd,54,[]
play the barney theme song,play_music,68,"[('barney', 'PERSON')]"
switch off all lights,iot_hue_lightoff,48,[]
nine hundred and ninety nine fm is currently playing what music,music_query,58,"[('nine hundred and ninety nine fm is', 'CARDINAL')]"
invite people to the calendar event,calendar_set,11,[]
tell me john's phone number,email_querycontact,26,"[('john', 'PERSON')]"
what do you do with my personal data,general_quirky,36,[]
please hold for the next hour,audio_volume_mute,7,"[('the next hour', 'TIME')]"
make all the lights in the house orange,iot_hue_lightchange,46,[]
on the plug,iot_wemo_on,52,[]
"doesn't matter, olly.",general_dontcare,31,[]
is there anything exciting on twitter today,social_query,88,"[('today', 'DATE')]"
please rephrase again to me.,general_explain,32,[]
places near me to eat today with my friends,places_near_me,64,"[('today', 'DATE')]"
tell me news tomorrow,tell_me_news,95,"[('tomorrow', 'DATE')]"
time in chicago,datetime_query,22,"[('chicago', 'GPE')]"
add to my groceries,lists_createoradd,54,[]
check last thing said please.,general_confirm,30,[]
can i get takeaway from arby's,takeaway_query,92,"[(""arby's"", 'ORG')]"
put a seven pm meeting time down for march fourteenth,calendar_set,11,"[('seven pm', 'TIME'), ('march fourteenth', 'DATE')]"
run vacuum cleaner,iot_cleaning,44,[]
set a reminder on fifteenth march as meeting,calendar_set,11,"[('fifteenth march', 'DATE')]"
cup of coffee please,iot_coffee,45,[]
order ribs for dinner,takeaway_order,91,[]
Good thanks! I am Adam,courtesygreetingresponse,18,"[('Adam', 'PERSON')]"
tweet my complaint and mention this costumer service,social_post,87,[]
silence speakers,audio_volume_mute,7,[]
olly could you shut down.,general_commandstop,29,[]
snapchat,social_post,87,[]
what does potato mean,qa_definition,75,"[('potato', 'PERSON')]"
ah that is great one.,general_praise,35,"[('one', 'CARDINAL')]"
please set reminder,calendar_set,11,[]
forward to four twenty,play_podcasts,70,"[('four twenty', 'DATE')]"
send a tweet about my complaint on my truck to consumer digest,social_post,87,[]
what's the latest on stock market,qa_stock,78,[]
play my midnight love playlist,play_music,68,"[('midnight', 'TIME')]"
would you check the details please.,general_confirm,30,[]
i want to hear my favorite jazz music genre,play_music,68,[]
brew coffee at noon,iot_coffee,45,"[('noon', 'TIME')]"
check someone's recent emails,email_query,25,[]
play minecraft,play_games,67,[]
what time is it in new york city,datetime_query,22,"[('new york city', 'GPE')]"
video games,play_game,66,[]
please change light color to purple,iot_hue_lightchange,46,[]
olly that would be all.,general_commandstop,29,[]
do i have email from my friend rachel,email_query,25,"[('rachel', 'PERSON')]"
tell me the name of the song,music_query,58,[]
where is the statue of liberty located,qa_factoid,76,"[('the statue of liberty', 'WORK_OF_ART')]"
where did rama go on his final journey,qa_factoid,76,"[('rama', 'PERSON')]"
what's the latest news on donald trump,news_query,61,"[('donald trump', 'PERSON')]"
would you confirm last thing i said please.,general_confirm,30,[]
can i get a cup of coffee,iot_coffee,45,[]
play scabble with me,play_game,66,[]
show me nearby musical events,recommendation_events,80,[]
what is happening in town tonight,recommendation_events,80,"[('tonight', 'TIME')]"
remove my four am alarm,alarm_remove,1,"[('four am', 'TIME')]"
play the radio for me,play_radio,71,[]
book a cab to office for me,transport_taxi,99,[]
i like music,music_likeness,57,[]
what the conversion rate from yen to us dollars,qa_currency,74,"[('us dollars', 'MONEY')]"
don't speak for a while,audio_volume_mute,7,[]
largest animal,qa_factoid,76,[]
send a reply to mike with the answer four hundred and thirty from his email he sent this morning,email_sendemail,27,"[('mike', 'PERSON'), ('four hundred and thirty', 'CARDINAL'), ('this morning', 'TIME')]"
let's hear ninety two point one,play_radio,71,"[('ninety two', 'CARDINAL')]"
i want a coffee,iot_coffee,45,[]
how's weather today,weather_query,104,"[('today', 'DATE')]"
how's microsoft's stock,qa_stock,78,"[('microsoft', 'ORG')]"
please add the meeting with ms boland on wednesday eight hundred am to my calendar,calendar_set,11,"[('boland', 'PERSON'), ('wednesday eight hundred am', 'DATE')]"
yeah please.,general_affirm,28,[]
whats the definition of indignation,qa_definition,75,[]
set the living room lights to red,iot_hue_lightchange,46,[]
does mr pizza deliver,takeaway_query,92,[]
add a wrist watch to the shopping list,lists_createoradd,54,[]
play my bookmarked audiobook,play_audiobook,65,[]
"s2, i could not quite catch up with you.",general_explain,32,"[('s2', 'PERSON')]"
what are my plans for today,calendar_query,9,"[('today', 'DATE')]"
let me know what maria has put on her facebook over the weekend,social_query,88,"[('maria', 'PERSON'), ('the weekend', 'DATE')]"
todays a lovely day what the date,datetime_query,22,"[('todays', 'DATE')]"
turn off all the lights in the living room and den,iot_hue_lightoff,48,[]
activate the vacuum cleaner,iot_cleaning,44,[]
retrieve the light for me,iot_hue_lightup,50,[]
do i need a jacket today,weather_query,104,[]
please check my gmail for new mail,email_query,25,[]
hi what is the hot topic in facebook,social_query,88,[]
what's the name of this song,music_query,58,[]
switch wemo plug socket off,iot_wemo_off,51,"[('wemo', 'ORG')]"
please can i know what time will it be at six pm here in australia,datetime_convert,21,"[('six pm', 'TIME'), ('australia', 'GPE')]"
place an order for a combo platter from china buffet,takeaway_order,91,"[('china buffet', 'ORG')]"
would not really mind.,general_dontcare,31,[]
i don't want eggs,lists_remove,56,[]
please shut off.,general_commandstop,29,[]
what events are in me area,recommendation_events,80,[]
what's the stock of apple,qa_stock,78,[]
what is available in your stock of lists,lists_query,55,[]
launch super mario,play_game,66,"[('super mario', 'PRODUCT')]"
update on email,email_query,25,[]
what time can i pick up my food,takeaway_query,92,[]
what is the number of the closest taxi company,transport_taxi,99,[]
can you turn my bedroom lights off,iot_hue_lightoff,48,[]
what time is bina going live with her sale on facebook,social_query,88,"[('bina', 'PERSON')]"
"any one will be ok with me, olly.",general_dontcare,31,"[('olly', 'PERSON')]"
how can i cook pizza,cooking_recipe,15,[]
where do people shop for clothes here,recommendation_locations,81,[]
turn on socket,iot_wemo_on,52,[]
send this song to my favorites,music_likeness,57,[]
hey tell me a knock knock joke,general_joke,33,[]
did tracy update her facebook status today,social_query,88,"[('tracy', 'PERSON'), ('today', 'DATE')]"
how much does the fb stock cost,qa_stock,78,"[('fb', 'ORG')]"
remove lunch with co workers on thursday,lists_remove,56,"[('thursday', 'DATE')]"
i want you confirm that please.,general_confirm,30,[]
please activate the vacuum cleaner,iot_cleaning,44,[]
check the last thing said please.,general_confirm,30,[]
what's the funniest joke,general_joke,33,[]
what is twenty percent of one hundred and fifty,qa_maths,77,"[('twenty percent', 'PERCENT'), ('one hundred and fifty', 'CARDINAL')]"
book an uber for one hour from now,transport_taxi,99,"[('one hour', 'TIME')]"
show todays events in ny,recommendation_events,80,"[('todays', 'DATE'), ('ny', 'GPE')]"
listen carefully that is not correct.,general_negate,34,[]
get me resume of newest release audio book,play_audiobook,65,[]
can i get delivery from this restaurant,takeaway_query,92,[]
run the vacuum cleaner,iot_cleaning,44,[]
i want to dance to the tune of raghu dixit,play_music,68,"[('raghu dixit', 'PERSON')]"
what does pesto mean,qa_definition,75,"[('pesto', 'PERSON')]"
how much is the us dollar versus the pound,qa_currency,74,"[('us', 'GPE')]"
how is the exchange rate for microsoft,qa_stock,78,[]
show me some food court nearest to my location,recommendation_locations,81,[]
march tenth lands on what day of the week,datetime_query,22,"[('march tenth', 'DATE'), ('the week', 'DATE')]"
call the nearest pizza place that offers buffalo pizza,takeaway_order,91,[]
send mail to mom i am planning vacations with her next week,email_sendemail,27,"[('next week', 'DATE')]"
shut down the plug,iot_wemo_off,51,[]
please change the light colors to red,iot_hue_lightchange,46,[]
olly i will talk to you later.,general_commandstop,29,"[('olly', 'PERSON')]"
turn the volume up on music player,audio_volume_up,8,[]
start my playlist on i heart radio,play_radio,71,"[('i heart radio', 'ORG')]"
how long should i cook a hamburger on each side,cooking_recipe,15,[]
ticket for delhi,transport_ticket,100,"[('delhi', 'PERSON')]"
compose a mail for jack,email_sendemail,27,"[('jack', 'PERSON')]"
could you please cancel my train ticket,transport_ticket,100,[]
shut off lights,iot_hue_lightoff,48,[]
what's a good joke,general_joke,33,[]
could you please turn on the plug,iot_wemo_on,52,[]
does not matter.,general_dontcare,31,[]
show me what the ingredients are,cooking_recipe,15,[]
remind me about my alarms today,alarm_query,0,"[('today', 'DATE')]"
lets get a taxi,transport_taxi,99,[]
change light whenever i find myself in my house,iot_hue_lightchange,46,[]
can i order olive garden to go,takeaway_query,92,"[('olive garden', 'FAC')]"
turn up sound,audio_volume_up,8,[]
start chapter seven of alma,play_audiobook,65,"[('seven', 'CARDINAL'), ('alma', 'WORK_OF_ART')]"
give me current information about traffic at central park road,transport_traffic,101,[]
can i go outing without any raincoat,weather_query,104,[]
today is which date,datetime_query,22,"[('today', 'DATE')]"
that's not the correct answer.,general_negate,34,[]
turn down the speakers,audio_volume_down,6,[]
volume control increase,volume_control,103,[]
when is the next train to new york,transport_query,98,"[('new york', 'GPE')]"
whats a good joke,general_joke,33,[]
remove all the events and schedules,calendar_remove,10,[]
how is the traffic,transport_traffic,101,[]
add this email to my address book,email_addcontact,24,[]
what's the sum of the two numbers four and six,qa_maths,77,"[('two', 'CARDINAL'), ('four', 'CARDINAL'), ('six', 'CARDINAL')]"
what was the latest post,social_query,88,[]
"s1, rephrase me further on it please.",general_explain,32,[]
are there any emails i haven't read yet,email_query,25,[]
remove the last item,lists_remove,56,[]
check email client,email_query,25,[]
could you elaborate me more on your response please.,general_explain,32,[]
when is madonna's birthday,qa_factoid,76,"[('madonna', 'PERSON')]"
i need to see if i got any new email,email_query,25,[]
add eggs to my grocery list,lists_createoradd,54,[]
"oh no, i didn't say it.",general_negate,34,[]
rate this song to the maximum,music_likeness,57,[]
share me a joke,general_joke,33,[]
i would like you stop.,general_commandstop,29,[]
let's make some popcorn and watch an old movie together,general_quirky,36,[]
can you make me some coffee,iot_coffee,45,[]
do i have any new email,email_query,25,[]
What is the weather like today,asking_weather,5,"[('today', 'DATE')]"
switch lights to dim red,iot_hue_lightchange,46,[]
start my favourite podcast,play_podcasts,70,[]
please turn the volume down,audio_volume_down,6,[]
start next episode playing,play_podcasts,70,[]
disable all alarms set for today,alarm_remove,1,"[('today', 'DATE')]"
what's the next thing on my list of appointments,lists_query,55,[]
recommend me some shops to shopping in angel,recommendation_locations,81,[]
current song rating three stars,music_likeness,57,"[('three', 'CARDINAL')]"
how hot is it outside today,weather_query,104,"[('today', 'DATE')]"
remind me to meet with steve at one pm tomorrow,calendar_set,11,"[('steve', 'PERSON'), ('one pm', 'TIME'), ('tomorrow', 'DATE')]"
show unread new emails,email_query,25,[]
please turn down the lights in the living room,iot_hue_lightdim,47,[]
tell me the funniest joke that was ever told,general_joke,33,[]
can you make the room brighter,iot_hue_lightup,50,[]
could you check it.,general_confirm,30,[]
prepare a coffee,iot_coffee,45,[]
start vacuum,iot_cleaning,44,[]
open my amazon music app and play my playlist,play_music,68,"[('amazon', 'ORG')]"
what is the price of euro to u. s. d.,qa_currency,74,[]
lights color red,iot_hue_lightchange,46,[]
start the poker game,play_game,66,[]
start audio playback of twilight again,play_audiobook,65,[]
the song makes me remember certain memories,music_likeness,57,[]
resume audio book history of rome,play_audiobook,65,"[('history of rome', 'WORK_OF_ART')]"
what is the equivalent of one inr in zimbabwe dollars,qa_currency,74,"[('one inr', 'MONEY'), ('zimbabwe', 'GPE')]"
lets play,play_game,66,[]
tell me the exact arrival time of train from newcastle to edinburgh,transport_query,98,"[('newcastle', 'GPE'), ('edinburgh', 'GPE')]"
please clear jeff's birthday from the calendar,calendar_remove,10,"[('jeff', 'PERSON')]"
lets play tic tac toe,play_game,66,[]
have you heard any good jokes lately,general_joke,33,[]
i don't understand what you have said.,general_explain,32,[]
what is the weather like now,asking_weather,5,[]
